,matched_id,country,p_val_played,dev_played,prob_played,p_val_won,dev_won,prob_won,color,num_players
121977,C33-8682-1799,GB,0.22766701771370787,-0.19149324573314577,0.0008750716105393431,0.0019149464823814064,0.9785541754163741,0.8787878787878789,b,6793
303544,A80-3104-1006,MY,0.9156749272790656,-0.11228808573379902,0.0016039259287938656,0.006545991005080568,0.9765309142950208,0.8888888888888888,w,4401
267795,C12-2024-2539,CH,0.2551814509134192,-0.165228573553123,0.0008430485617843859,0.006688465465018263,0.9710810948467439,0.8916666666666668,w,2948
222574,E12-2667-1581,SE,0.2520500936755779,0.02085330313062352,0.001759042213790023,0.0029962465511467313,0.9608701573260411,0.85,b,2995
355599,A56-1836-1983,LK,0.44846116026406624,-0.2775256535677437,0.0006498868096110073,0.009488577365180786,0.8917602088633323,0.8888888888888888,b,3526
232900,A56-1439-1398,ID,0.6172123579700695,0.08759775862240192,0.001536061291105752,0.006338237550647856,0.884712831992473,0.875,b,7395
2170,C40-2877-2633,PE,0.14851673595837456,0.01217371095765425,0.0016389509138575132,0.005100385169565046,0.8768353885651192,0.7898589065255731,b,5769
24098,B00-6184-3159,NL,0.4379179216019451,-0.048687213853199754,0.0012402866788464373,0.009272469288701029,0.8492631623876782,0.8181818181818182,b,4286
102005,C10-8930-2550,AR,0.6826636208738132,-0.2361448536499833,0.0009893277668011726,0.007899533957444744,0.8356077863993014,0.782051282051282,b,10792
126455,A02-1585-4896,CH,0.42734387481863756,-0.22861904996264468,0.0007718310696800768,0.007983204075265204,0.7910969406677407,0.8298611111111112,b,2948
182637,C33-2366-3376,VN,0.13435681837758418,-0.07969556744348044,0.0018291990144150593,0.0025382629505582566,0.7864676591062572,0.8200386215092098,w,2810
148222,B00-2857-3627,EG,0.14165187034366225,-0.2724601720092585,0.00043056280404459154,0.00692415023757262,0.7764644643434182,0.7058823529411765,b,7784
69026,E35-1120-8154,CH,0.23653727106916067,-0.18182151424366705,0.0013086000793358155,0.004544521462918382,0.7726723373161528,0.7631578947368421,b,2948
190618,D21-8977-9326,ES,0.9635935392840838,0.0629286601989271,0.0012789287816003148,0.006844127193883513,0.7716572008427219,0.7605820105820106,b,9997
70248,D15-3398-3277,AZ,0.012905290159730076,-0.20788190139297463,0.0008718525752061739,0.0022865332625549017,0.7394027818467446,0.7662848297213622,b,3352
22277,A40-2112-2383,IT,0.6681905969899627,-0.1711737140005359,0.00030301180488632914,0.00928200245571624,0.7351092683547303,0.788235294117647,b,11360
355868,B00-1296-2663,RO,0.6339868481820055,-0.09251985423140603,0.002084208746222879,0.0027466344280628885,0.7218288302375147,0.6381294144452039,b,2050
41005,B28-6815-3780,IR,0.5479499935262413,-0.18798351552803474,0.0003181117868526083,0.002746826991469216,0.7104574320029499,0.7430555555555555,b,10881
302417,C55-2740-2243,AU,0.9840385235534825,-0.08303145522165375,0.001335836290145468,0.0013488381069075572,0.6998310679158523,0.829861111111111,w,3116
318471,E60-9763-1367,HR,0.810184085603482,0.0993249270439355,0.003799064965440055,0.007364254127682495,0.6909410710084288,0.7598793363499246,w,2305
224581,C57-1747-9284,CA,0.2075388119222128,0.2530869872192255,0.004411671298992674,0.006413795659492,0.6869486213689672,0.7632275132275133,b,7867
259888,A00-1753-3752,ID,0.9516026065888069,-0.09440185495002928,0.001020331308205951,0.005151857477273028,0.6820626502489632,0.7894736842105263,w,7395
26482,C37-1721-2318,FI,0.8525119010474597,0.028125652534691556,0.0017683444657728838,0.0076223173945609846,0.6725240028428178,0.7009803921568628,w,2135
19635,C04-1829-5733,HU,0.20840913598102884,0.3401458557059878,0.005277785997997774,0.0012118191562403998,0.670385876726099,0.7114392551892553,b,2095
303001,A04-2305-1124,BY,0.46975177222474573,0.09232236285295053,0.0027473686983798535,0.005709505338773679,0.6550287483559614,0.6874235326206587,b,2144
276339,B42-2848-4252,CO,0.5665804373102745,-0.03852615452768408,0.0021119883344414996,0.00810817358571382,0.6450863718901958,0.7277946127946128,b,5838
263181,A40-2938-2917,CL,0.006213696332083882,-0.20918538904225778,0.001757111253287247,0.00275388600246107,0.6407329755304696,0.6065816899150231,b,3721
360157,A07-1203-2388,CH,0.29934092455524286,0.0020775088950923557,0.0015752019678424818,0.00518796516939428,0.6381361679418183,0.7187499999999999,b,2948
319684,C25-2039-2655,UA,0.5314772036051375,0.0910999800943807,0.0019613608095529825,0.007497677697239755,0.6345132184792341,0.7340877192982456,w,12589
36704,C02-1006-1234,IN,0.9999992387330342,-0.06283565681365913,0.001029575902206635,0.008425546479727881,0.6343930556940411,0.6777986633249791,w,39339
313296,B00-6517-5852,AR,0.35800151899907945,-0.13828713781979263,0.0011723897206302163,0.009903568406152688,0.6260979889804478,0.738095238095238,b,10792
330558,A45-2337-7818,FI,0.20453271257976668,-0.06423810791448585,0.0012225840686073805,0.0024695840703077288,0.6230350197980117,0.7007578586990351,w,2135
308640,E33-3376-1081,NL,0.9295180183212141,0.05306170287477285,0.002305383944148761,0.004249719209898155,0.6224578691850975,0.7056734453286178,b,4286
209981,B02-1639-3398,DZ,0.664752759141787,-0.11217250905866627,0.0010926118783685683,0.0046493498784803845,0.6144628584830857,0.7316666666666667,w,2275
266282,A29-1904-3738,DZ,0.09342732284863219,0.22010716507042524,0.005042302371472129,0.0034729027212229147,0.608913093843617,0.7621568627450982,w,2275
133795,C37-3198-8795,EG,0.2755724680807745,-0.09569509640455118,0.0014332993143721584,0.009411788156048562,0.6008009895300634,0.7469979296066253,w,7784
141558,E01-7759-3709,DZ,0.15389613287714432,-0.20007799500328782,0.0010308003536470957,0.0010734148128381804,0.591593929538308,0.7444618599791013,w,2275
134315,A00-3338-2251,RS,0.0008849871450158618,-0.09932326425025813,0.0011015897876408753,0.0011901248603037873,0.5914723446409526,0.6132313741009393,w,3288
293925,C30-3118-1673,HR,0.0022958963111125675,-0.3188469129435931,0.0003161743045169991,0.004181928184318617,0.5885989794739099,0.6358974358974359,b,2305
249872,B40-1454-2604,BY,0.9052759739324332,0.37557882344521987,0.004380137312394363,0.006463508054659117,0.5848836969032557,0.7234625668449198,w,2144
153857,C00-4625-1404,AT,0.5516096004189299,1.0255421946902015,0.01053914418839386,0.0014974891518934903,0.5732192514680611,0.6606244053468096,b,3172
222685,A01-1084-1496,FR,0.39820478560460204,-0.0881511423845683,0.0005652001257024314,0.0020797341539001662,0.5618018337953533,0.6644975541666944,w,13847
34247,A46-4155-1339,TR,0.5535498946948174,-0.14417573350498364,0.00052856986588912,0.009110682694159765,0.5542689545666991,0.6833994708994707,b,28738
200954,B03-8363-2692,ES,0.6364201492675989,0.011168483841438013,0.0015291301684964265,0.008269851812185942,0.547452168621776,0.6972463209305313,b,9997
16941,A10-1444-1962,PH,0.9497121022131146,-0.07699868226611155,0.0011346641404907886,0.002767859882110685,0.5444666711455588,0.7419354838709677,w,12225
283399,A40-3296-7059,AT,0.060330285220403214,-0.17066710240612587,0.0008266245376956804,0.009599063362583093,0.5317498207427223,0.6727547211242864,b,3172
288097,C40-1291-9422,GB,0.6426496250690006,0.1253650689223304,0.0022412100670352346,0.003208583310189403,0.5316401663869961,0.7352941176470589,w,6793
173773,B00-5486-3148,AT,0.8642306849421226,-0.0011878613305628595,0.001699357547379523,0.007302304389200653,0.5306636685921741,0.7048738200732035,b,3172
51092,C70-2858-2410,AT,0.044109376550307444,0.4655438242510571,0.005600175895116916,0.008775637952440017,0.5268353642214192,0.6763683131719633,b,3172
22785,E43-2478-2334,RS,0.017983311695754005,-0.14631182199077108,0.0017112954595323317,0.008560764503200868,0.5258846510265519,0.6746697746697746,b,3288
92617,D00-2878-2336,PL,0.021849424958644385,-0.09749460343867444,0.000996384801178049,0.006879516037615052,0.5130271971215411,0.6829755911528218,w,11792
160815,C41-8849-5579,AU,0.044913180161970434,-0.005097021866841358,0.002265123052345841,0.003489045492645615,0.5069777414489511,0.646468431334423,b,3116
159740,B06-2408-4515,MY,0.6965485104775901,-0.06253285510001409,0.002689104398147946,0.009837208234464434,-0.5025976389642827,0.31666666666666665,w,4401
269644,C30-9260-1826,SY,0.710096416113417,0.05919789273166159,0.002402818094295626,0.0013756950761951714,-0.522714346248865,0.2759470549404387,w,2460
150778,B43-6797-7147,AU,0.7032841720821899,0.0932735774287746,0.0035112192044137614,0.009292001019328144,-0.5237725677932561,0.32214434407642834,b,3116
117156,D04-5131-2258,GR,0.8524408657046152,-0.11561832011131465,0.001533346636032162,0.0036820003098247955,-0.523816961491233,0.22967479674796748,b,3735
361759,C43-1222-9368,AT,0.9730050482212362,0.029908258590209787,0.0030108166384540842,0.002567513960782253,-0.5264940936835081,0.3198466590600458,w,3172
352632,C44-1944-2169,MY,0.4494955379152873,-0.047894846198832754,0.0015447379463942716,0.007383561886479595,-0.5341346701418982,0.2277777777777778,w,4401
270073,E04-3382-2978,MX,0.998741799940359,-0.017754434066109888,0.00210696449303032,0.007070585002861705,-0.5462811317350077,0.2829259465415072,w,9410
8451,E20-2602-2066,DZ,0.055674038909013124,-0.09784512282380353,0.0009329360641651019,0.009022337583788453,-0.556637856941184,0.2407407407407407,w,2275
141576,E01-7759-3709,VE,0.1434445444717023,-0.19563159795135582,0.0010816576683998864,0.0004439822402103695,-0.5606749156679942,0.2727892112760534,w,2935
30363,B07-2725-3028,MA,3.255881430958482e-05,-0.20485200509701282,0.0010357165437496075,0.0005154679048609001,-0.5607077315006018,0.21159420289855074,w,2234
293851,C30-3118-1673,VN,0.10425753674541793,0.21561759205998254,0.00435118238529791,0.008096569461383374,-0.5625286336063277,0.16410256410256413,b,2810
211523,A50-1939-1755,VE,0.677783482564706,-0.12309642034292854,0.0006725896644584177,0.009934382954049048,-0.5756625859257106,0.18070175438596486,b,2935
246859,C00-1866-2387,BD,0.4105185317762938,-0.11375933128944889,0.0011274812801972075,0.003827332151481899,-0.5939760127119496,0.22237474459696685,w,2668
369052,E73-2527-2855,MA,0.0003763170463929783,-0.1656090448126832,0.0019038944989125534,0.001512817403518496,-0.6045772880347661,0.2692391304347826,w,2234
379296,B32-2427-2628,LK,0.9999999999999976,-0.02059691103821891,0.0018553138281330048,0.007513983291167037,-0.6132335456505272,0.2222222222222222,b,3526
140448,C35-2186-5337,CH,0.31794295057977395,-0.2773585520918607,0.001130069762805044,0.004456401887472872,-0.618442030885018,0.24574829931972786,w,2948
225979,B08-2946-2356,FI,0.004715567509510521,-0.27067634233057053,0.0008421323217155776,0.009341620779046322,-0.6405543757027228,0.20549242424242425,w,2135
43682,B01-1596-3404,AM,0.24657734810425513,0.15578881329604724,0.002967889627661749,0.005203410282721199,-0.6436032107697363,0.16269841269841273,w,2069
206379,C40-1310-7563,NG,0.3890418339900748,-0.11334734185800437,0.0007527073187167554,0.006346684567337166,-0.6468245688867689,0.19,b,3414
186834,E50-1711-2590,DZ,0.9983847124243495,0.07261545089721955,0.0019166564283215448,0.009573732571975656,-0.6672586515792657,0.1801169590643275,w,2275
198158,B02-2547-1415,EG,0.077661164064525,-0.20815170921385587,0.000265418906825412,0.005666125198371419,-0.6765068084810643,0.07575757575757575,b,7784
137739,A00-3167-1145,TR,0.2233489306936438,-0.14375500754458548,0.0003342938105613029,0.008828158455029602,-0.6878045778735075,0.246594982078853,w,28738
186879,E50-1711-2590,AT,0.02617760410538672,-0.20598815307281373,0.0005458645275798581,0.009102980995244167,-0.6913084092743237,0.16944444444444445,w,3172
331692,A17-5006-1157,CO,0.22450676713999007,-0.15880452695583785,0.0009635456097546278,0.0071765519601821705,-0.7193961906965506,0.10980392156862745,b,5838
38878,B06-1973-9682,MY,0.9687017757604254,0.008998476112107879,0.0013487947854775272,0.0034133793883707186,-0.7539888039871344,0.125,w,4401
72610,A36-3014-1064,IR,0.6888537281520928,-0.1560625693755959,0.0004937867884110406,0.00582771145946592,-0.7637834751586278,0.13492063492063494,w,10881
56793,D01-1725-6669,AM,0.06055656930957287,-0.19473404730942986,0.0008691099770038929,0.009449850110483049,-0.7667700872178875,0.10416666666666669,b,2069
387003,D09-3328-1126,AT,0.6624537074554377,-0.059028557817141086,0.0012182009803322405,0.007798908971751487,-0.7923187350873184,0.10000000000000003,b,3172
133821,E11-3390-1220,BD,0.401601621902972,-0.18543632208827363,0.0012420299193902139,0.0016183135806063786,-0.7947838343986317,0.19047619047619047,w,2668
277173,D00-1960-8306,IR,0.25963526433872797,-0.15679943004833705,0.000312684388531396,0.00426251726764664,-0.7996581238565795,0.0888888888888889,w,10881
201047,B03-8363-2692,CO,0.13971034301679708,-0.13999824774893324,0.0008430520843741645,0.007538909127815342,-0.8103833871801662,0.125,b,5838
236157,C39-1529-8807,MY,0.9498931808226833,-0.14008005397670165,0.0018310773289250165,0.0019855334700665805,-0.8241767441115891,0.1821428571428571,w,4401
376712,C25-1362-1244,BY,0.816379333027654,-0.0984113247356936,0.0015698694736229878,0.008073633343659292,-0.8488054569344796,0.1316017316017316,w,2144
87320,C35-1756-2203,CZ,0.5900949264459057,-0.17359969015508475,0.0007524170708410271,0.0029658734223994548,-0.8645261501421622,0.0841269841269841,b,2684
383205,A02-9813-3071,AR,0.46073091374297953,-0.19852744782494303,0.000597030628770367,0.008772779445600249,-0.8646707107056648,0.11538461538461542,b,10792
383574,B04-4160-2664,MX,0.49811963240442403,-0.05972670947139318,0.0008030647778669633,0.00029095622440088685,-0.8765758601441858,0.08024691358024688,b,9410
380572,D11-1107-2919,CO,0.6070320461899611,-0.20860659722911487,0.0002606207700719932,0.004952145376344479,-0.912671630650128,0.1111111111111111,w,5838
270044,E04-3382-2978,RO,0.8046024764573068,-0.24110618152041613,0.0008179571654583961,0.00844836719886324,-0.9207530777986752,0.125,w,2050
234253,E15-1840-2841,BE,0.07514789773411683,0.9306802783386219,0.008832435592674858,0.009059567391155874,-1.0635253446829362,0.0,b,2618
